"canonical_gene_order","gene_id","heatmap_row_order","original_branch","original_pheatmap_cluster_id","original_within_cluster_order","proposed_merged_cluster","Description","gene_biotype","DEG_context","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","n_GO_annotations","n_KEGG_annotations"
1360,"LOC126334990",1360,"Branch 2",4,274,"DEG cluster 2","sodium-independent sulfate anion transporter-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.40755988615195,7.48361890443529e-09,2.15507472393711,"1054","Higher than gene mean",0,0
1361,"LOC126273028",1361,"Branch 2",4,275,"DEG cluster 2","allergen Tha p 1-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.37749739875271,4.50611920397949e-13,2.27888421900603,"1046","Higher than gene mean",0,0
1362,"LOC126346425",1362,"Branch 2",4,276,"DEG cluster 2","uncharacterized LOC126346425","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.02583683264769,1.24850926550085e-15,2.29068345801276,"1052","Higher than gene mean",0,0
1363,"LOC126273691",1363,"Branch 2",4,277,"DEG cluster 2","pneumococcal serine-rich repeat protein-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.00960689842448,1.3932052499734e-07,2.15057943491882,"1023","Higher than gene mean",0,0
1364,"LOC126278308",1364,"Branch 2",4,278,"DEG cluster 2","selenoprotein N-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.83497238134239,7.83819616391635e-17,2.29485239763158,"1029","Higher than gene mean",0,0
1365,"LOC126331066",1365,"Branch 2",4,279,"DEG cluster 2","single Ig IL-1-related receptor-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.8593766234785,8.1083615789385e-11,1.99885471979514,"1023","Higher than gene mean",0,0
1366,"LOC126272858",1366,"Branch 2",4,280,"DEG cluster 2","growth arrest and DNA damage-inducible protein GADD45 gamma","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.24668831298079,1.41108521281666e-09,2.21940794620505,"1027","Higher than gene mean",1,1
1367,"LOC126277903",1367,"Branch 2",4,281,"DEG cluster 2","uncharacterized LOC126277903","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.18913583816365,1.63513212949183e-22,1.76220819378969,"1023","Higher than gene mean",0,0
1368,"LOC126298649",1368,"Branch 2",4,282,"DEG cluster 2","annexin B9-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.38684558900029,1.925030402698e-12,1.98569298311914,"1023","Higher than gene mean",1,0
1369,"LOC126267038",1369,"Branch 2",4,283,"DEG cluster 2","signal transducer and activator of transcription 5A","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.29336330538692,7.82609217024017e-17,1.95721096064717,"1023","Higher than gene mean",1,1
1370,"LOC126334818",1370,"Branch 2",4,284,"DEG cluster 2","ribosomal protein S6 kinase alpha-5-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.23234614986508,8.27752836033775e-20,1.83908018168667,"1029","Higher than gene mean",1,1
1371,"LOC126336546",1371,"Branch 2",4,285,"DEG cluster 2","locustin","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.38911255812442,2.72282390820219e-21,1.85901236489707,"1029","Higher than gene mean",0,0
1372,"LOC126336554",1372,"Branch 2",4,286,"DEG cluster 2","uncharacterized LOC126336554","lncRNA","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.30524671763836,1.93570085611575e-36,1.86389438802729,"1029","Higher than gene mean",0,0
1373,"LOC126335114",1373,"Branch 2",4,287,"DEG cluster 2","esterase E4-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.2188963553888,2.65980824101855e-25,1.94073431580209,"1009","Lower than gene mean",0,0
1374,"LOC126335117",1374,"Branch 2",4,288,"DEG cluster 2","esterase E4-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.55355056681821,1.32604901604224e-11,2.11017554899184,"1029","Higher than gene mean",0,0
1375,"LOC126267162",1375,"Branch 2",4,289,"DEG cluster 2","uncharacterized LOC126267162","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.17093937630239,1.65197379749695e-27,1.88284858671273,"1020","Higher than gene mean",0,0
1376,"LOC126291884",1376,"Branch 2",4,290,"DEG cluster 2","F-box/LRR-repeat protein 17-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.23417128874843,2.30176253052562e-15,1.88696792014396,"1029","Higher than gene mean",1,0
1377,"LOC126292043",1377,"Branch 2",4,291,"DEG cluster 2","uncharacterized LOC126292043","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.67612826689551,4.89816469432386e-25,1.67064292549014,"1049","Higher than gene mean",0,0
1378,"LOC126292237",1378,"Branch 2",4,292,"DEG cluster 2","uncharacterized LOC126292237","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.62621227178202,6.8365375608956e-14,2.12779032414752,"1027","Higher than gene mean",0,0
1379,"LOC126278259",1379,"Branch 2",4,293,"DEG cluster 2","CCAAT/enhancer-binding protein-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.62880565861989,1.71475262318177e-15,2.31602787755085,"1029","Higher than gene mean",1,0
1380,"LOC126298063",1380,"Branch 2",4,294,"DEG cluster 2","nuclear factor interleukin-3-regulated protein","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.86013235191722,1.72123392909905e-11,2.13617090574536,"1029","Higher than gene mean",1,1
1381,"LOC126341434",1381,"Branch 2",4,295,"DEG cluster 2","uncharacterized LOC126341434","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.00729269610273,3.72939249831945e-12,2.447798094033,"1029","Higher than gene mean",0,0
1382,"LOC126355203",1382,"Branch 2",4,296,"DEG cluster 2","uncharacterized LOC126355203","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.41988187362828,5.53440006251739e-15,2.10320602556377,"1029","Higher than gene mean",0,0
1383,"LOC126285413",1383,"Branch 2",4,297,"DEG cluster 2","protein I'm not dead yet-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.22475506699484,1.82851498912301e-19,1.7575814601504,"1027","Higher than gene mean",1,0
1384,"LOC126335579",1384,"Branch 2",4,298,"DEG cluster 2","ATP-binding cassette sub-family C member 4-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.01873634786346,5.0880140655013e-13,2.19010839657997,"1027","Higher than gene mean",0,1
1385,"LOC126281481",1385,"Branch 2",4,299,"DEG cluster 2","mannosyl-oligosaccharide alpha-1,2-mannosidase IA","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.63000448070322,2.13078008707972e-12,2.16008023013452,"1015","Higher than gene mean",0,1
1386,"LOC126353855",1386,"Branch 2",4,300,"DEG cluster 2","NADPH--cytochrome P450 reductase","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.73426759258355,1.19018907448824e-12,1.98352903081792,"1015","Higher than gene mean",1,0
1387,"LOC126268133",1387,"Branch 2",4,301,"DEG cluster 2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","protein_coding","Infection within diet",2,"infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.02509557314992,7.84964158096527e-06,1.79782767208707,"1023","Higher than gene mean",1,1
1388,"LOC126281245",1388,"Branch 2",4,302,"DEG cluster 2","cysteine--tRNA ligase, cytoplasmic","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.04883228238694,5.44958178547482e-14,2.40569388336358,"1023","Higher than gene mean",1,1
1389,"LOC126266728",1389,"Branch 2",4,303,"DEG cluster 2","major facilitator superfamily domain-containing protein 12-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.61478880608298,9.23193526291945e-14,1.8259137006388,"1029","Higher than gene mean",0,0
1390,"LOC126278061",1390,"Branch 2",4,304,"DEG cluster 2","serine palmitoyltransferase 2-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.44927108888363,2.83339048061545e-09,2.1921296549747,"1057","Higher than gene mean",1,1
1391,"LOC126284817",1391,"Branch 2",4,305,"DEG cluster 2","protein lethal(2)essential for life-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.88843081730503,8.32929872164535e-19,2.66520887200917,"1057","Higher than gene mean",0,0
1392,"LOC126284942",1392,"Branch 2",4,306,"DEG cluster 2","protein lethal(2)essential for life-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.76782393759663,4.02011839532326e-14,2.77802919881803,"1057","Higher than gene mean",0,0
1393,"LOC126335557",1393,"Branch 2",4,307,"DEG cluster 2","cytosolic endo-beta-N-acetylglucosaminidase","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.31880340819509,3.27481094797381e-13,2.30584268505792,"1029","Higher than gene mean",1,1
1394,"LOC126356066",1394,"Branch 2",4,308,"DEG cluster 2","copine-8-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.1643182872837,9.8227306185801e-15,2.24746349474935,"1029","Higher than gene mean",0,0
1395,"LOC126293478",1395,"Branch 2",4,309,"DEG cluster 2","natterin-3-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.10577794381285,7.86175684586909e-17,2.26326888070636,"1027","Higher than gene mean",0,0
1396,"LOC126284041",1396,"Branch 2",4,310,"DEG cluster 2","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.10176516904357,3.46603413773881e-10,2.99081474916945,"1029","Higher than gene mean",1,1
1397,"LOC126331691",1397,"Branch 2",4,311,"DEG cluster 2","toll-like receptor 2 type-2","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.95186827970311,1.20971316141307e-18,1.79061837345019,"1027","Higher than gene mean",0,0
1398,"LOC126334771",1398,"Branch 2",4,312,"DEG cluster 2","probable multidrug resistance-associated protein lethal(2)03659","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.6938104943799,1.11221041048257e-13,1.96307350251355,"1029","Higher than gene mean",0,0
1399,"LOC126335547",1399,"Branch 2",4,313,"DEG cluster 2","serpin B6-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.94227197058786,3.91814998674455e-18,2.6695208936028,"1029","Higher than gene mean",1,1
